id,created_at,username,tweet
1547532733970276355,2022-07-14 10:45:30 UTC,pupr_sda_bwsk1,"Kepala BWS Kalimantan I Pontianak, turut hadiri kegiatan Kunjungan Kerja Komisi V DPR RI pada Reses masa Persidangan tahun 2021-2023, di kota Pontianak (12/07/2022).  https://t.co/BpqmR1cf9L"
1547250203761278977,2022-07-13 16:02:49 UTC,kedannews,"Saat Reses di Batubara, Ahmad Hadian Minta Gubsu Alokasikan Anggaran Khusus Dukung LPK di APBD 2023  https://t.co/JRCxkiTOo6"
1547126000731004928,2022-07-13 07:49:17 UTC,newsurban_id,"Reses di Bone, DPRD Sulsel Syahrir Berjanji Akan Realisasikan Kebutuhan Masyarakat Dusun Kelling Tahun 2023  https://t.co/6mBQSUNBsu"
1547124811016519680,2022-07-13 07:44:33 UTC,liputan6dotcom,"Sri Mulyani: Ancaman Resesi Ekonomi Sampai 2023, Kita Harus Waspada: Menteri Keuangan Sri Mulyani Indrawati mewanti-wanti soal ancaman resesi negara-negara di dunia.  https://t.co/ad4dDl8kOf"
1547088037284581376,2022-07-13 05:18:26 UTC,pluang_id,"Kemarin, nilai saham sektor energi goyah 2% setelah organisasi negara-negara pengekspor minyak dunia (OPEC) meramal pelemahan permintaan minyak mentah di 2023 akibat resesi ekonomi."
1547046952013283328,2022-07-13 02:35:10 UTC,irfanxda,"@sbyfess Lek aku tunggu sampek Q3 2023 desas desua resesi semakin dekat, save money kalau gamau mati kelaparan."
1547046486722023424,2022-07-13 02:33:19 UTC,paspi_palmoil,"Diperkirakan perekonomian dunia akan mengalami resesi yang juga disertai dengan peningkatan laju inflasi pada tahun 2022 dan 2023. Hal yang menarik, kawasan ASEAN 5 justru akan mengalami....   https://t.co/TmIQhvAegN"
1546877445545938944,2022-07-12 15:21:37 UTC,rudiyanto_zh,"…dari yang naik agresif menjadi naik sedikit saja, tetap, atau bahkan ada yg prediksi suku bunga US bisa turun 2023 nanti  Terakhir kali AS resesi itu 2020 akibat pandemi, suku bunga turun sampai 0%, stimulus dan pembelian obligasi dilakukan masif sehingga harga obligasi rally"
1546724767298121728,2022-07-12 05:14:55 UTC,wartatasikcom,"Reses di Wilayah Nagarawangi, Viman Sebut Dirinya akan Realisasikan 20 Unit RTLH di TA 2023  https://t.co/82uZFhZmEc"
1546706553339727873,2022-07-12 04:02:33 UTC,bisniscom,"Dunia Terancam Resesi di 2023, Ekonom Sarankan Korporasi Lakukan Langkah Ini  https://t.co/tmF8H7uTRE"
1546704582562103297,2022-07-12 03:54:43 UTC,ahmadguntum,"Siap-Siap! Resesi Datang Lagi di 2023. Rupiah Bisa Rp16.000 per Dolar AS - Ekonomi  https://t.co/adtzrlz6gs , lebih banyak detail :  https://t.co/prSbQyimQr,,"
1546699267049279489,2022-07-12 03:33:36 UTC,bisniscom,Siap-Siap! Resesi Datang Lagi di 2023. Rupiah Bisa Rp16.000 per Dolar AS  https://t.co/eMMJto7S0B
